osd_id|label|bioarchive_code|ena_acc|biosample_acc|start_lat|start_lon|stop_lat|stop_lon|water_depth|local_date|local_start|local_end|start_date_time_utc|end_date_time_utc|site_name|iho_label|mrgid|protocol|objective|platform|device|description|water_temperature|salinity|biome|biome_id|feature|feature_id|material|material_id|ph|phosphate|nitrate|carbon_organic_particulate|nitrite|carbon_organic_dissolved_doc|nano_microplankton|downward_par|conductivity|primary_production_isotope_uptake|primary_production_oxygen|dissolved_oxygen_concentration|nitrogen_organic_particulate_pon|meso_macroplankton|bacterial_production_isotope_uptake|nitrogen_organic_dissolved_don|ammonium|silicate|bacterial_production_respiration|turbidity|fluorescence|pigment_concentration|picoplankton_flow_cytometry|dist_coast_m|dist_coast_iso3_code|longhurst_code|longhurst_descr|longhurst_dist_degrees|lme_name|lme_dist_m
14|OSD14_2014-06-23_2m_NE08|""|""|""|42.49|3.14|42.49|3.14|2|2014-06-23|08:40:00+01|09:10:00+01|2014-06-23T07:40:00+00|2014-06-23T08:10:00+00|Banyuls|Mediterranean Sea - Western Basin|4279|NE08|OSD-2014 samples were collected as part of a long term observation time series at a station labelled by SOMLIT since 1997. The Observation Service of Arago Laboratory (SOLA, OOB) focuses on overall issues directly concerning the impact of global change on coastal areas and its relative importance regarding local human activities (global vs local). The SOLA site was selected for Temporal monitoring of Mediterranean coastal ecosystem dynamics, as representative of a ânormalâ situation, whereby a typology of seasonal and interannual fluctuations could be defined via the monitoring of relevant parameters on appropriate time scales.|""|Profile was performed with a SBE19 SeaCat Conductivity-Temperature Depth (CTD) system manufactured by Sea-Bird Electronics Inc. Water samples were collected with a 12L Niskin Bottle|ENVO:00000447 (Marine Biome) ENVO:00002042 (Surface Water) ENVO:00002010 ( Seawater)|20.4522|37.833|marine biome|00000447|surface water|00002042|saline water|00002010|8.278|0.01|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|153|FRA|MEDI|Westerlies - Mediterranean Sea, Black Sea Province|0.0131082300434305|Mediterranean Sea|0
22|OSD22_2014-06-23_1m_NE08|""|""|""|43.22639|5.1746|43.22639|5.1746|1|2014-06-23|07:01:00+01|14:30:00+01|2014-06-23T06:01:00+00|2014-06-23T13:30:00+00|Marseille Solemio SOMLIT|Mediterranean Sea - Western Basin|4279|NE08|Sampling for OSD|""|CTD rosette + 2 Niskin bottles|sampling for OSD|21.9952|38.0871|marine biome|00000447|surface water|00002042|saline water|00002010|NaN|0.16|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|10195|FRA|MEDI|Westerlies - Mediterranean Sea, Black Sea Province|0|Mediterranean Sea|0
49|OSD49_2014-06-21_2m_NE08|""|""|""|45.325568|13.33189|45.325568|13.33189|2|2014-06-21|10:30:00+01|11:00:00+01|2014-06-21T09:30:00+00|2014-06-21T10:00:00+00|Vida|Adriatic Sea|3314|NE08|This  sampling activity is also a part of a long-term time series data set  that is a part of an on-going water-quality monitoring program that  Marine Biology Station (NIB, Slovenia) has supported for more than 15  years.|""|5L Niskin|sampling for OSD|22|34|marine biome|00000447|surface water|00002042|sea water|00002149|8.3|0.067|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|16318|HRV|MEDI|Westerlies - Mediterranean Sea, Black Sea Province|0|Mediterranean Sea|0
2|OSD2_2014-06-20_1m_NE08|""|""|""|48.777778|-3.9375|48.777778|-3.9375|1|2014-06-20|12:26:00+01|12:48:00+01|2014-06-20T11:26:00+00|2014-06-20T11:48:00+00|Roscoff - SOMLIT|English Channel|2389|NE08|Our objective is to contribute to the OSD dataset on marine microbial diversity and functions and possibly its analysis. We are particularly interested by the structure and fucntions of prokaryotic and eukaryotic communities and their in situ interactions.|""|5L Niskin|sampling for OSD|14.38|35.128|marine biome|00000447|surface water|00002042|sea water|00002149|8.02|0.1|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|5399|FRA|NECS|Coastal - NE Atlantic Shelves Province|0|Celtic-Biscay Shelf|0
146|OSD146_2014-06-21_5m_NE08|""|""|""|78.453333|-2.829667|78.453333|-2.829667|5|2014-06-21|05:42:00+00|06:29:00+00|2014-06-21T05:42:00+00|2014-06-21T06:29:00+00|Fram Strait|Greenland Sea|2356|NE08|OSD|""|CTD Rosette|sampling for OSD|-1.6|33.2|marine biome|00000447|surface water|00002042|saline water|00002010|NaN|0.85|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|295570|SJM|ARCT|Polar - Atlantic Arctic Province|0|Greenland Sea|0
6|OSD6_2014-06-21_0m_NE08|""|""|""|41.6666|2.8|41.6666|2.8|0|2014-06-21|10:30:00+01|11:30:00+01|2014-06-21T09:30:00+00|2014-06-21T10:30:00+00|Blanes|Balearic Sea|3322|NE08|Sampling for OSD|""|1 bucket, CTD, radiometer|sampling for OSD|20.66|37.83|marine biome|00000447|surface water|00002042|sea water|00002149|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|932|ESP|MEDI|Westerlies - Mediterranean Sea, Black Sea Province|0.00438168821536961|Mediterranean Sea|0
132|OSD132_2014-06-22_0.5m_NE08|""|""|""|32.0694|34.8430|32.0694|34.8430|0.5|2014-06-22|10:45:00+02|11:10:00+02|2014-06-22T08:45:00+00|2014-06-22T09:10:00+00|Sdot YAM|Mediterranean Sea - Eastern Basin|4280|NE08|OSD sampling day|""|Plastic containers 5 L|Sampling for OSD|27.3|39.35|marine biome|00000447|surface water|00002042|oligotrophic water|00002223|8.18|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|0|ISR|MEDI|Westerlies - Mediterranean Sea, Black Sea Province|0.0807432174880945|Mediterranean Sea|7736
159|OSD159_2014-06-19_2m_NE08|""|""|""|48.359|-4.552|48.359|-4.552|2|2014-06-19|11:00:00+01|11:45:00+01|2014-06-19T10:00:00+00|2014-06-19T10:45:00+00|Brest-SOMLIT|Celtic Sea|2351|NE08|Eukaryotes Sampling for OSD|""|Niksin Bottle 8 L|Sea Water collected using a Niskin bottle|16|34.78|marine biome|00000447|surface water|00002042|sea water|00002149|8.1|0.034|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|462|FRA|NECS|Coastal - NE Atlantic Shelves Province|0.0138032377828127|Celtic-Biscay Shelf|0
60|OSD60_2014-06-19_0.1m_NE08|""|""|""|33.32306|-79.16763|33.32306|-79.16763|0.1|2014-06-19|10:45:00-05|11:00:00-05|2014-06-19T15:45:00+00|2014-06-19T16:00:00+00|South Carolina 2 - North Inlet|North Atlantic Ocean|1912|NE08|collect eukaryotic DNA samples|""|4L sterile bottles|Sampling for Ocean Sampling Day. We used Polycarbonate membrane filters with 47 mm in diameter|27.77|35.13|marine biome|00000447|surface water|00002042|sea water|00002149|7.92|NaN|NaN|NaN|NaN|NaN|NaN|NaN|53.34|NaN|NaN|5.51|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|90|USA|NWCS|Coastal - NW Atlantic Shelves Province|0.00513784952939319|Southeast U.S. Continental Shelf|841
102|OSD102_2014-06-21_0m_NPL022|ABOKL45|ERS667563|SAMEA3275545|32.64605|-16.910158|32.64605|-16.910158|0|2014-06-21|12:00:00+00|12:05:00+00|2014-06-21T12:00:00+00|2014-06-21T12:05:00+00|Marina do Funchal|North Atlantic Ocean|1912|NPL022|OSD2014 at Madeira Island|Ground|ACID WASHED RECIPIENT|OSD102-MARINA DO FUNCHAL|20.8|36|marine biome|00000447|surface water|00002042|sea water|00002149|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|0||NASE|Westerlies - N. Atlantic Subtropical Gyral Province (East) (STGE)|0.00819288716320057||
142|OSD142_2014-06-21_1m_NE08|ABOKM88|ERS667525|SAMEA3275511|31.383607|-80.866685|31.383607|-80.866685|1|2014-06-21|10:00:00-05|13:00:00-05|2014-06-21T15:00:00+00|2014-06-21T18:00:00+00|Gray’s Reef National Marine Sanctuary|North Atlantic Ocean|1912|NE08|Water quality time series at Grays Reef National Marine Sanctuary, NBDC station 41008|Research Vessel Sam Gray|Niskin bottle to collect water.  In situ WetLabs sensors at 1M|Surface water sample collected at 1 M|27.43|35.85|marine biome|00000447|surface water|00002042|sea water|00002149|7.97|NaN|0.3|NaN|NaN|112.2|NaN|NaN|NaN|NaN|NaN|7.97|NaN|NaN|NaN|6.9|0.1|NaN|NaN|0.8325|5.5|NaN|NaN|32673|USA|NWCS|Coastal - NW Atlantic Shelves Province|0|Southeast U.S. Continental Shelf|0
